date,rank,name_from_top100,title_from_page,url,tags,tag_count,success,error
2026-3-31,49,MONSTER HUNTER RISE,MONSTER HUNTER RISE,https://store.steampowered.com/app/1446780/MONSTER_HUNTER_RISE?snr=1_7001_7002__7003,"動作, 線上合作, 狩獵, 角色扮演, 自訂角色, 多人, 動作角色扮演, 合作, 單人, 第三人稱視角, 日系角色扮演, 玩家合作, 奇幻, 日本動畫, 龍, 3D, 自然, 開放世界, 氛圍, 忍者",20,True,
2026-3-31,50,War Thunder,War Thunder,https://store.steampowered.com/app/236390/War_Thunder?snr=1_7001_7002__7003,"免費遊玩, 模擬, 載具對戰, 戰鬥, 飛行, 虛擬實境, 二戰, 戰爭, 軍事, 坦克, 多人, 海戰, 大型多人, 現代, 冷戰, 動作, 射擊, 擬真, 第三人稱視角, 第三人稱射擊",20,True,
2026-3-31,51,Age of Empires IV: Anniversary Edition,Age of Empires IV: Anniversary Edition,https://store.steampowered.com/app/1466860/Age_of_Empires_IV_Anniversary_Edition?snr=1_7001_7002__7003,"策略, 即時策略, 基地建設, 戰爭, 多人, 中世紀, 單人, 資源管理, 城市營造, 歷史, 動作即時策略, 玩家對戰, 玩家合作, 合作, 3D, 管理, 等角視角, 開放世界, 線上合作, 成人",20,True,
2026-3-31,52,女鬼的深入治療,,https://store.steampowered.com/app/3987800/?snr=1_7001_7002__7003,,0,True,
2026-3-31,53,GrandChase,GrandChase,https://store.steampowered.com/app/985810/GrandChase?snr=1_7001_7002__7003,"動作, 免費遊玩, 玩家合作, 玩家對戰, 動作角色扮演, 線上合作, 休閒, 砍殺, 自訂角色, 2D 格鬥, 多人, 日本動畫, 劇情豐富, 控制器, 帶狀捲軸動作, 假 3D, 奇幻, 可愛, 大型多人, 3D 格鬥",20,True,
2026-3-31,54,《暗黑破壞神® IV》,《暗黑破壞神® IV》,https://store.steampowered.com/app/2344520/_IV?snr=1_7001_7002__7003,"動作角色扮演, 砍殺, 打寶, 等角視角, 角色扮演, 線上合作, 迷宮探索, 單人, 合作, 多人, 惡魔, 黑暗, 玩家合作, 黑暗奇幻, 奇幻, 自訂角色, 劇情豐富, 血腥, 探索, 暴力",20,True,
2026-3-31,55,哀鴻：城破十日記,哀鴻：城破十日記,https://store.steampowered.com/app/3220060/?snr=1_7001_7002__7003,"劇情, 互動小說, 多結局, 歷史, 日本動畫, 劇情豐富, 視覺小說, 文字遊戲, 戰爭, 懸疑, 生存, 愛情, 冒險, 策略, 心理恐怖, 2D, 探索, 記敘, 單人, 戀愛模擬",20,True,
2026-3-31,56,Resident Evil 2,Resident Evil 2,https://store.steampowered.com/app/883710/Resident_Evil_2?snr=1_7001_7002__7003,"喪屍, 生存恐怖, 恐怖, 單人, 重製, 第三人稱視角, 血腥, 動作, 解謎, 氛圍, 劇情豐富, 多人, 暴力, 生存, 經典, 女主人翁, 黑暗, 射擊, 冒險, 困難",20,True,
2026-3-31,57,Cities: Skylines II,Cities: Skylines II,https://store.steampowered.com/app/949230/Cities_Skylines_II?snr=1_7001_7002__7003,"城市營造, 模擬, 建造, 沙盒, 管理, 單人, 經濟, 策略, 擬真, 可製作模組, 資源管理, 放鬆, 運輸, 休閒, 多人, 氛圍, 搶先體驗, 開放世界, 模組, 好評原聲帶",20,True,
2026-3-31,58,龍胤立志傳,龍胤立志傳,https://store.steampowered.com/app/3202030/?snr=1_7001_7002__7003,"角色扮演, 模擬, 開放世界, 武術, 策略角色扮演, 劇情豐富, 劇情, 管理, 回合制戰鬥, 單人, 獨立, 策略, 2D",13,True,
2026-3-31,59,Hero Siege,Hero Siege,https://store.steampowered.com/app/269210/Hero_Siege?snr=1_7001_7002__7003,"動作角色扮演, 像素風格, 砍殺, 動作類 Rogue, 角色扮演, 多人, 合作, 類 Rogue, 動作, 獨立, 冒險, 俯視視角, 2D, 單機合作, 輕度 Rogue, 彈幕, 奇幻, 困難, 控制器, 單人",20,True,
2026-3-31,60,Dead Frontier 2,Dead Frontier 2,https://store.steampowered.com/app/744900/Dead_Frontier_2?snr=1_7001_7002__7003,"免費遊玩, 多人, 生存恐怖, 喪屍, 恐怖, 線上合作, 第三人稱射擊, 生存, MMORPG, 玩家合作, 血腥, 大型多人, 暴力, 沙盒, 庫存管理, 貿易, 氛圍, 末日之後, 動作, 角色扮演",20,True,
2026-3-31,61,Dead by Daylight,Dead by Daylight,https://store.steampowered.com/app/381210/Dead_by_Daylight?snr=1_7001_7002__7003,"恐怖, 多人, 生存恐怖, 線上合作, 合作, 生存, 血腥, 團隊導向, 鮮血, 第三人稱視角, 潛行, 暴力, 第一人稱視角, 心理恐怖, 動作, 氛圍, 策略, 歡樂, 成人, 困難",20,True,
2026-3-31,62,MLB 9局職棒 勁旅對決 26,MLB 9局職棒 勁旅對決 26,https://store.steampowered.com/app/2569510/MLB_9__26?snr=1_7001_7002__7003,"運動, 免費遊玩, 棒球, 控制器, 多人, 玩家對戰, 3D, 搶先體驗, 模擬, 第三人稱視角, 擬真, 現代, 競技, 闔家, 休閒, 電競, 日本動畫, 大型多人, 單人",19,True,
